Date,Open,High,Low,Close,Volume
2011-12-11,166.42,167.32,166.12,166.4,2443676.0
2011-12-04,170.6,170.8,169.36,169.92,1869905.0
2011-11-27,163.29,165.18,163.29,163.4,1603199.0
2011-11-20,167.23,168.64,166.6,167.62,3577783.0
2011-11-13,172.16,174.05,172.07,173.96,2041000.0
2011-11-06,171.01,171.34,170.16,170.85,2287760.0
2011-10-30,169.64,169.94,168.76,169.62,1870520.0
2011-10-23,160.04,160.44,158.95,159.52,2724762.0
2011-10-16,163.36,163.82,162.25,163.4,2321896.0
2011-10-09,161.07,161.55,158.24,159.18,2764379.0
2011-10-02,157.34,160.0,156.34,158.08,4074093.0
2011-09-25,164.65,165.72,158.55,159.8,11508061.0
2011-09-18,173.8,177.37,173.72,176.03,3733443.0
2011-09-11,179.75,181.95,179.19,180.7,5765550.0
2011-09-04,182.79,183.51,182.11,183.23,5155257.0
2011-08-28,173.58,177.55,171.76,177.49,9551132.0
2011-08-21,181.67,181.67,178.91,179.99,7806156.0
2011-08-14,169.48,170.05,167.77,169.97,6079277.0
2011-08-07,161.62,162.36,160.49,161.78,6762529.0
2011-07-31,158.43,159.25,157.69,158.41,4596866.0
2011-07-24,155.98,156.56,155.69,156.08,2820760.0
2011-07-17,154.3,155.29,154.23,155.2,3631850.0
2011-07-10,150.34,150.49,149.99,150.25,3692224.0
2011-07-03,147.18,147.4,145.98,144.94,0.0
2011-06-26,147.87,148.02,146.0,146.26,4744474.0
2011-06-19,148.91,150.29,148.83,149.94,4777309.0
2011-06-12,149.02,149.77,148.69,149.24,3987370.0
2011-06-05,150.25,150.66,149.62,150.26,3212815.0
2011-05-29,148.4,148.61,147.6,149.7,0.0
2011-05-22,145.77,147.78,144.91,147.48,5653616.0
2011-05-15,146.77,147.28,144.5,145.63,4060321.0
2011-05-08,145.2,146.08,144.41,145.3,6235811.0
2011-05-01,149.91,153.03,149.76,152.36,4869972.0
2011-04-24,146.35,146.83,145.74,146.74,0.0
2011-04-17,143.88,145.12,143.57,145.06,3387456.0
2011-04-10,143.44,143.84,142.97,143.66,2713661.0
2011-04-03,138.63,139.55,137.72,139.2,4158264.0
2011-03-27,139.98,140.24,138.67,139.26,3122558.0
2011-03-20,138.1,138.82,137.77,138.37,4715861.0
2011-03-13,137.3,138.93,137.18,138.19,2538910.0
2011-03-06,138.61,139.75,138.61,139.35,3807636.0
2011-02-27,137.19,137.74,136.78,137.4,2108679.0
2011-02-20,134.79,135.15,134.47,135.41,0.0
2011-02-13,133.04,133.43,132.1,132.35,2051447.0
2011-02-06,131.89,132.66,131.24,131.61,3519741.0
2011-01-30,127.97,131.48,127.95,130.28,28096040.0
2011-01-23,130.76,131.43,130.53,131.03,19490781.0
2011-01-16,135.66,135.68,133.63,132.69,0.0
2011-01-09,133.38,134.61,133.18,133.58,16761763.0
2011-01-02,137.78,138.77,137.72,138.72,9222315.0
2010-12-26,135.6,135.7,134.97,134.66,0.0
2010-12-19,133.97,134.63,133.22,134.2,17214696.0
2010-12-12,134.94,135.48,133.95,135.41,11938169.0
2010-12-05,136.62,138.11,136.48,138.07,16520222.0
2010-11-28,132.38,133.16,131.93,133.11,7823118.0
2010-11-21,131.48,132.35,131.01,132.2,14148338.0
2010-11-14,135.89,136.31,132.82,133.69,35891104.0
2010-11-07,135.14,136.61,134.95,136.38,20343593.0
2010-10-31,131.48,132.82,131.06,132.62,14340787.0
2010-10-24,129.47,129.75,128.97,129.73,11889375.0
2010-10-17,134.24,134.46,133.07,133.68,26171172.0
2010-10-10,130.78,131.88,130.47,131.66,18695298.0
2010-10-03,128.72,129.07,127.91,128.91,17213503.0
2010-09-26,126.91,127.0,126.3,126.69,14948535.0
2010-09-19,125.03,125.03,124.27,124.54,13820956.0
2010-09-12,121.4,122.3,121.39,121.73,12510394.0
2010-09-05,122.38,122.48,121.89,121.86,0.0
2010-08-29,121.2,121.45,120.42,121.01,11157418.0
2010-08-22,119.97,120.07,119.45,119.97,10682814.0
2010-08-15,118.82,118.89,118.36,118.74,10214530.0
2010-08-08,117.99,118.42,117.49,117.84,10001961.0
2010-08-01,114.36,115.73,114.08,115.49,10093637.0
2010-07-25,117.12,117.47,115.79,116.09,8335429.0
2010-07-18,116.69,116.79,115.95,116.67,17494306.0
2010-07-11,118.14,118.73,118.0,118.36,9597357.0
2010-07-04,120.91,121.03,116.98,118.49,0.0
2010-06-27,122.75,123.13,122.49,122.76,9990880.0
2010-06-20,123.04,123.5,122.81,122.83,19430908.0
2010-06-13,119.88,120.41,119.33,120.01,7830520.0
2010-06-06,117.96,119.39,117.05,119.19,16536585.0
2010-05-30,118.16,119.04,118.14,118.88,0.0
2010-05-23,115.05,116.24,114.51,115.22,20098278.0
2010-05-16,121.88,122.02,119.12,120.37,34645679.0
2010-05-09,117.64,118.88,116.74,118.27,34276275.0
2010-05-02,115.26,115.7,115.21,115.36,13406375.0
2010-04-25,111.26,113.3,111.09,113.19,12506206.0
2010-04-18,112.5,113.07,110.54,111.24,24575679.0
2010-04-11,113.09,114.07,112.74,113.64,16428528.0
2010-04-04,109.44,109.5,108.85,110.26,0.0
2010-03-28,107.16,108.7,106.82,108.59,17435123.0
2010-03-21,110.26,110.29,107.85,108.28,24329081.0
2010-03-14,108.56,108.77,107.45,107.95,11849453.0
2010-03-07,111.13,111.75,110.8,110.81,11091383.0
2010-02-28,108.89,109.6,108.41,109.43,13036630.0
2010-02-21,109.32,110.39,108.81,109.47,21929976.0
2010-02-14,105.58,107.56,105.27,107.04,0.0
2010-02-07,103.76,104.68,102.28,104.68,32659994.0
2010-01-31,105.88,106.3,105.27,105.96,20278962.0
2010-01-24,106.93,107.68,106.01,107.17,24213570.0
2010-01-17,111.51,112.37,110.79,110.86,0.0
2010-01-10,111.52,111.58,110.26,111.37,15896296.0
2010-01-03,106.64,107.44,106.4,107.31,0.0
2009-12-27,107.9,108.37,107.77,108.36,0.0
2009-12-20,108.0,109.5,107.04,108.95,25594089.0
2009-12-13,110.6,110.82,108.72,109.32,28986042.0
2009-12-06,117.15,117.26,112.41,113.75,79189786.0
2009-11-29,113.08,115.81,113.02,115.06,21234380.0
2009-11-22,111.74,112.94,111.54,112.94,17309992.0
2009-11-15,108.32,109.8,108.14,109.74,17252021.0
2009-11-08,107.38,108.04,107.06,107.43,14789090.0
2009-11-01,102.33,102.66,101.48,102.53,15246451.0
2009-10-25,104.5,104.58,102.96,103.49,11423721.0
2009-10-18,102.7,103.68,102.53,103.18,14321291.0
2009-10-11,103.06,103.25,102.37,102.84,15182285.0
2009-10-04,97.84,98.86,97.74,98.37,10477792.0
2009-09-27,97.07,97.5,96.77,97.0,10729059.0
2009-09-20,99.73,99.87,98.67,98.67,13941667.0
2009-09-13,98.96,99.33,98.27,98.78,19502934.0
2009-09-06,97.14,97.83,96.0,97.53,14913857.0
2009-08-30,94.07,94.15,93.63,93.87,6759493.0
2009-08-23,93.63,93.8,93.4,93.65,7287205.0
2009-08-16,93.84,93.91,92.4,93.0,6189478.0
2009-08-09,94.32,94.64,93.6,93.75,8042698.0
2009-08-02,91.86,94.03,91.83,93.35,14389815.0
2009-07-26,93.48,93.71,93.33,93.41,4734321.0
2009-07-19,92.15,92.3,91.84,91.93,8748954.0
2009-07-12,89.3,89.77,89.16,89.58,5040632.0
2009-07-05,91.47,91.58,91.08,91.25,0.0
2009-06-28,92.81,92.93,91.93,92.29,10418844.0
2009-06-21,91.81,92.23,91.58,91.9,11812321.0
2009-06-14,92.41,92.76,92.0,92.17,13810957.0
2009-06-07,94.24,94.79,93.57,93.71,18601248.0
2009-05-31,95.7,96.35,95.58,96.2,18139774.0
2009-05-24,94.25,94.42,93.8,94.15,15408556.0
2009-05-17,91.15,91.81,91.1,91.55,11707303.0
2009-05-10,89.71,90.09,88.91,89.98,10940584.0
2009-05-03,86.75,87.49,86.69,86.95,6122461.0
2009-04-26,89.1,89.84,88.83,89.72,11425822.0
2009-04-19,85.75,86.37,84.92,85.22,22332857.0
2009-04-12,86.33,86.88,86.1,86.31,0.0
2009-04-05,88.96,89.44,87.52,87.59,16337818.0
2009-03-29,90.83,91.26,90.41,90.69,11624365.0
2009-03-22,93.48,94.37,93.13,93.59,18078010.0
2009-03-15,91.87,91.89,90.5,91.3,11693828.0
2009-03-08,91.81,92.95,91.2,92.29,22396522.0
2009-03-01,94.31,94.53,91.03,92.63,30592626.0
2009-02-22,98.0,98.99,97.14,97.8,43856812.0
2009-02-15,92.5,92.77,91.69,92.55,14717061.0
2009-02-08,89.15,90.14,89.15,89.59,12554397.0
2009-02-01,90.7,91.49,89.65,91.31,21279877.0
2009-01-25,86.57,88.94,86.07,88.53,34013642.0
2009-01-18,82.2,83.0,81.74,82.71,16470517.0
2009-01-11,83.34,85.5,83.09,83.92,8863033.0
2009-01-04,85.93,86.61,85.84,86.23,6413692.0
2008-12-28,83.52,85.97,83.12,85.6,5083078.0
2008-12-21,82.65,82.87,82.01,82.63,9139661.0
2008-12-14,80.55,81.63,80.0,80.81,12539416.0
2008-12-07,74.3,74.81,72.91,74.52,13392334.0
2008-11-30,80.04,80.75,79.8,80.31,3665757.0
2008-11-23,76.0,79.0,75.45,78.85,30468851.0
2008-11-16,73.39,74.26,72.76,73.3,12810602.0
2008-11-09,72.59,73.09,72.05,72.5,5776700.0
2008-11-02,72.62,72.87,70.6,71.34,9238600.0
2008-10-26,69.3,73.93,69.07,72.21,21373500.0
2008-10-19,77.12,80.78,75.0,77.21,14328500.0
2008-10-12,89.59,90.72,81.38,83.22,42081500.0
2008-10-05,81.23,83.44,81.05,82.59,22859500.0
2008-09-28,87.03,90.17,86.59,86.64,20841000.0
2008-09-21,85.58,86.44,84.0,85.98,23405000.0
2008-09-14,74.26,75.58,73.48,75.55,16014100.0
2008-09-07,80.08,80.27,78.17,78.98,9317900.0
2008-08-31,82.31,82.47,81.58,81.71,4909800.0
2008-08-24,81.49,81.96,80.94,81.08,7671200.0
2008-08-17,78.0,78.32,76.61,77.63,28634800.0
2008-08-10,84.35,84.68,83.83,84.43,12255900.0
2008-08-03,89.5,90.45,89.37,89.57,10102900.0
2008-07-27,91.03,91.73,90.53,91.69,6929400.0
2008-07-20,94.22,94.93,94.02,94.17,7707700.0
2008-07-13,95.03,95.5,94.26,95.16,23468400.0
2008-07-06,92.17,92.68,91.68,92.06,8306600.0
2008-06-29,90.98,91.82,90.65,91.47,13876500.0
2008-06-22,88.82,89.61,88.77,88.95,9546600.0
2008-06-15,85.33,86.02,85.04,85.83,8107300.0
2008-06-08,87.79,89.06,87.69,89.06,15900900.0
2008-06-01,87.34,87.69,86.96,87.45,4814300.0
2008-05-25,91.33,92.0,90.96,91.23,5970200.0
2008-05-18,88.52,89.3,88.02,89.1,11573000.0
2008-05-11,87.37,87.59,85.84,87.42,9927600.0
2008-05-04,83.96,84.79,83.96,84.58,8745400.0
2008-04-27,88.33,88.42,87.19,87.27,11182500.0
2008-04-20,89.72,90.7,88.96,90.62,11391800.0
2008-04-13,91.41,91.83,90.55,91.3,6549100.0
2008-04-06,89.48,90.34,89.31,90.25,6629100.0
2008-03-30,91.96,92.45,91.11,91.88,8786500.0
2008-03-23,90.73,91.65,89.8,89.91,26975900.0
2008-03-16,98.03,99.53,98.01,98.71,17565000.0
2008-03-09,96.6,96.68,95.72,96.09,10067000.0
2008-03-02,95.82,96.24,95.22,96.18,9348200.0
2008-02-24,93.56,93.72,92.35,93.39,7576900.0
2008-02-17,90.3,90.32,88.63,89.15,5586100.0
2008-02-10,90.0,91.0,89.99,91.0,9128200.0
2008-02-03,91.75,91.87,89.22,89.35,19635600.0
2008-01-27,90.93,91.08,89.5,90.3,9703900.0
2008-01-20,87.16,87.46,86.51,87.42,9094500.0
2008-01-13,88.04,88.76,87.85,88.58,6979000.0
2008-01-06,85.34,85.55,84.43,85.13,8402100.0
2007-12-30,82.38,83.02,82.35,83.0,4639500.0
2007-12-23,80.16,80.32,79.92,80.1,4325100.0
2007-12-16,78.41,78.57,77.82,78.52,6827000.0
2007-12-09,79.01,79.6,78.19,78.6,5078900.0
2007-12-02,78.35,78.6,76.98,77.32,7872100.0
2007-11-25,80.04,81.61,80.02,81.25,4240700.0
2007-11-18,78.34,78.85,77.17,77.75,6885300.0
2007-11-11,81.79,82.63,81.22,82.18,5984200.0
2007-11-04,78.55,79.9,77.48,79.83,9054300.0
2007-10-28,76.87,77.74,76.67,77.69,6887000.0
2007-10-21,76.09,76.29,74.51,75.7,8686100.0
2007-10-14,73.93,74.59,73.75,74.59,3263400.0
2007-10-07,72.8,73.64,71.88,73.4,8449700.0
2007-09-30,73.19,73.8,72.74,73.51,6840600.0
2007-09-23,72.65,73.0,71.47,72.34,8740700.0
2007-09-16,69.9,70.97,69.86,69.99,6961000.0
2007-09-09,69.26,70.0,69.0,69.39,11314100.0
2007-09-02,66.61,66.77,66.46,66.52,3545600.0
2007-08-26,65.42,66.21,65.31,66.11,3542800.0
2007-08-19,64.56,65.73,64.56,65.01,3957600.0
2007-08-12,65.44,66.96,65.44,66.57,7526700.0
2007-08-05,65.85,66.92,65.85,66.69,10143600.0
2007-07-29,65.28,65.61,64.97,65.41,4613200.0
2007-07-22,67.13,68.0,67.12,67.58,5048400.0
2007-07-15,66.08,66.23,65.67,66.03,3133900.0
2007-07-08,64.18,64.97,63.88,64.96,7003100.0
2007-07-01,64.29,64.64,64.15,64.27,2655100.0
2007-06-24,64.9,64.98,64.43,64.78,1483600.0
2007-06-17,64.43,64.94,64.4,64.85,2452400.0
2007-06-10,64.88,65.02,63.74,64.22,6532300.0
2007-06-03,65.7,66.54,65.7,66.44,3473300.0
2007-05-27,64.96,65.08,64.73,64.94,3307100.0
2007-05-20,65.07,65.67,64.85,65.52,2772700.0
2007-05-13,66.13,66.66,66.13,66.45,2717000.0
2007-05-06,67.74,68.43,67.74,68.19,2388200.0
2007-04-29,66.84,67.57,66.84,67.56,4841600.0
2007-04-22,68.58,68.73,68.35,68.7,2892700.0
2007-04-15,67.49,67.97,67.19,67.84,4736800.0
2007-04-08,66.7,66.96,66.59,66.86,2947500.0
2007-04-01,65.74,66.21,65.49,65.74,3987000.0
2007-03-25,65.79,65.9,64.9,65.15,4554700.0
2007-03-18,64.54,64.99,64.38,64.62,4373100.0
2007-03-11,64.82,65.22,64.15,64.25,8673100.0
2007-03-04,64.59,65.0,63.34,63.71,12939100.0
2007-02-25,67.35,68.29,67.35,67.72,7576500.0
2007-02-18,65.94,66.39,65.76,66.36,2900400.0
2007-02-11,65.27,66.38,65.22,66.12,6341700.0
2007-02-04,64.76,64.8,63.8,64.28,7911600.0
2007-01-28,64.16,64.31,63.76,64.1,3242100.0
2007-01-21,62.52,63.13,62.27,63.0,3067200.0
2007-01-14,61.0,62.28,60.9,62.17,5038600.0
2007-01-07,60.75,60.78,59.66,60.17,10677500.0
2006-12-31,62.91,63.25,62.88,63.21,2100200.0
2006-12-24,61.45,61.8,61.32,61.65,1250000.0
2006-12-17,62.21,62.22,60.93,61.0,7243500.0
2006-12-10,63.08,63.34,61.87,62.05,5607800.0
2006-12-03,64.2,64.55,63.99,64.12,6152400.0
2006-11-26,63.48,63.68,63.31,63.5,5264300.0
2006-11-19,61.4,61.78,61.34,61.78,3142000.0
2006-11-12,62.7,62.82,62.06,62.49,3876000.0
2006-11-05,61.81,62.5,61.65,62.3,5907500.0
2006-10-29,59.43,59.57,59.04,59.4,2600800.0
2006-10-22,59.45,59.48,58.65,58.78,3144500.0
2006-10-15,58.25,58.6,57.94,58.57,2896500.0
2006-10-08,56.28,57.02,55.63,56.99,4101100.0
2006-10-01,59.52,59.63,58.98,59.47,3132800.0
2006-09-24,58.7,58.75,57.99,58.5,3218000.0
2006-09-17,57.2,58.4,56.66,57.4,6188000.0
2006-09-10,60.52,60.77,60.28,60.64,3341300.0
2006-09-03,61.95,62.29,61.48,62.14,3087700.0
2006-08-27,61.88,62.0,61.58,61.77,2027300.0
2006-08-20,61.49,61.5,60.3,61.04,6177100.0
2006-08-13,63.58,64.1,62.24,62.71,6813800.0
